UID,Comments,Order,Len,Spaces,Index
12308307,Happy to be here today,4853,22,4,5.5
12310587,Nice experience. Keep it up.,4860,28,4,7
12308645,Very good shopping experience altogether,4864,40,4,10
12309453,Sale period should be highlighted,4882,33,4,8.25
12311645,Improve the quality in formal,4917,29,4,7.25
12311672,Plz keep full length t-shirt...,4920,31,4,7.75
12311674,Nice collection n good service,4921,30,4,7.5
12311809,Over all good need offers,4927,25,4,6.25
12316191,Prices are high. Reduce them.,4936,29,4,7.25
12312963,Olive colour trousers for men,4955,29,4,7.25
12316421,Keep more variety in trouser,4982,28,4,7
12316419,Keep up the friendly service,5027,28,4,7
12317428,Good collection of blazer black.,5060,32,4,8
12318841,We need a more variety ,5088,23,4,5.75
12319118,I got want I wanted.,5100,20,4,5
12320651,Please make the sizes available,5108,31,4,7.75
12319538,All is Good!! Stay Good!!,5109,25,4,6.25
12321615,Good new collection of t-shirts.,5162,32,4,8
12322621,It was a nice experience,5163,24,4,6
12323146,More formal 3/4 sleeves required,5188,32,4,8
12323711,Great to come in store,5194,22,4,5.5
12323559,Need 36waist capris n jeans,5208,27,4,6.75
12323904,Get a better life pls,5222,21,4,5.25
12324429,Good experience at the store,5233,28,4,7
12324541,Good service.store is looking good......,5241,40,4,10
12324593,More clothing styles no ColorSync,5245,33,4,8.25
12326730,Good stuf keep it up,5258,20,4,5
12325388,Good collection & good staff,5270,28,4,7
12327744,helpful and courteous staff. thanks,5308,35,4,8.75
12329513,Keep up the amazing service,5309,27,4,6.75
12328098,Thank to the store men,5341,22,4,5.5
12328159,Ankle trousers for 36 waist,5345,27,4,6.75
12341993,"Good show, keep it up",5352,21,4,5.25
12329050,Wish you all the best,5376,21,4,5.25
12349246,Keep more blazer for women,5400,26,4,6.5
12333261,Good discount in footwear women's,5436,33,4,8.25
12333540,Add some more casual collection,5444,31,4,7.75
12340148,Required more collection in tshirt,5468,34,4,8.5
12341401,The blazers are really classy.,5473,30,4,7.5
12337992,Good.but stock needs further increment,5500,38,4,9.5
12331144,No ball provided for foosball,5505,29,4,7.25
12341771,Try being more customer oriented ,5514,33,4,8.25
12330791,Nice service.... Good quality product...,5518,40,4,10
12340480,Please do bring more collections,5529,32,4,8
12333363,Should improved range of blazers,5530,32,4,8
12338836,More benefits for loyal customers,5535,33,4,8.25
12332993,Amol s a perfect salesman,5539,25,4,6.25
12337852,Alteration should be done fast ,5545,31,4,7.75
12346927,Always nice to shop here,5548,24,4,6
12337882,I didn't get my size,5549,20,4,5
12336202,I'm very happy for shopping.....,5568,32,4,8
12344540,Product quality n service good ,5577,31,4,7.75
12335359,Keep different shades in jeans,5580,30,4,7.5
12337276,Good continue to the best,5587,25,4,6.25
12335437,Gourav I've very good seller,5601,28,4,7
12346618,Staff should be more interactive,5615,32,4,8
12338654,It's good to have Solly,5622,23,4,5.75
12330671,Gopal given me additional services.,5626,35,4,8.75
12336247,Color of fabric shouldn't fate,5637,30,4,7.5
12337358,I liked the new stock,5645,21,4,5.25
12330970,Great fit jeans good service,5648,28,4,7
12332647,Plz keep suits and blazer..,5653,27,4,6.75
12332982,"T-shirt size ""L"" not available.",5664,31,4,7.75
12330681,Good quality with good service ,5674,31,4,7.75
12346748,Thanks for giving good callection.....,5681,38,4,9.5
12348948,Excellent service @ helpful staff,5685,33,4,8.25
12344548,Pls introduce women wear again,5686,30,4,7.5
12338254,Prices are a bit high,5689,21,4,5.25
12332653,Good collect and customer service,5694,33,4,8.25
12332898,Staff was very help full,5707,24,4,6
12336177,"Good stuff , good service",5721,25,4,6.25
12353762,Get some more product colours:D,5729,31,4,7.75
12336823,"Great job, keep it up",5730,21,4,5.25
12338217,Keep the good work going!,5737,25,4,6.25
12339896,good service keep it up,5752,23,4,5.75
12339985,Good service. Keep it up,5754,24,4,6
12341492,Discounts doesnot have much option,5762,34,4,8.5
12360702,Really nice store good display ,5765,31,4,7.75
12342678,Bring stock for formal skirts,5774,29,4,7.25
12341535,"Very energetic staff,thank you everyone ",5776,40,4,10
12341707,Pls keep formal dressings also.,5783,31,4,7.75
12342804,More varieties in tees please,5804,29,4,7.25
12343078,It was great shopping here! ,5810,28,4,7
12343274,It was a wonderful experince,5815,28,4,7
12343309,Good product & best quality.,5816,28,4,7
12345503,Great service keep it up,5862,24,4,6
12345309,Worst service and items too,5869,27,4,6.75
12345466,Service & stuff both fantastic,5872,30,4,7.5
12345520,Nice fit nice staff service,5873,27,4,6.75
12346483,Customer relationship... No proper interaction...,5882,49,4,12.25
12347307,Keep up the good work,5890,21,4,5.25
12347841,I am batman.       Darkness Sssss,5900,33,4,8.25
12348297,More designs should be there,5902,28,4,7
12348312,That's d way it is,5910,18,4,4.5
12348409,Bring more denims on discount,5917,29,4,7.25
12349255,Keep more round neck t-shirt,5926,28,4,7
12349319,Nice enjoy shopping however..nothing specific,5929,45,4,11.25
12350256,Should be women wear there,5932,26,4,6.5
12350081,It's good to be here,5941,20,4,5
12350102,Always great pleasure to purchase,5944,33,4,8.25
12350253,Good work ....thank u :),5948,24,4,6
12354399,Good stuff or good discount,5978,27,4,6.75
12354236,More stock for women's formals.,5997,31,4,7.75
12361604,Would love to visit again,5998,25,4,6.25
12354198,I had a great experience......,6004,30,4,7.5
12354237,Looking for stretch white shirts,6007,32,4,8
12354360,Half sleeve variety very poor,6009,29,4,7.25
12356742,Looking for a casual Blazers ,6020,29,4,7.25
12360723,Did not receives computer bill,6116,30,4,7.5
12361501,Good staff and very helpful,6130,27,4,6.75
12361636,Looking for 1 year baby,6139,23,4,5.75
12361713,Very nice staff and service,6142,27,4,6.75
12361794,It was an awesome experience,6146,28,4,7
12362022,Shades of trousers are limited,6152,30,4,7.5
12362019,Very nice staff good  Varinder  ,6153,32,4,8
12362436,Good in quality nod services,6172,28,4,7
12362852,Good service and average collection,6193,35,4,8.75
12362895,Keep more of medium sizes,6195,25,4,6.25
12362923,An awesome experience of shopping...,6196,36,4,9
12363771,Nice fabric and great staff.. ,6219,30,4,7.5
12364116,Great job keep it up,6235,20,4,5
12364212,Excellent service provided by staff,6239,35,4,8.75
12364503,Keep up the good work,6257,21,4,5.25
12364733,Plz reduce the cost :),6271,22,4,5.5
12364965,Need to have more Collections.....,6285,34,4,8.5
12364995,Keep up the good work,6286,21,4,5.25
12365421,Allen solly provides best offers,6305,32,4,8
12365541,Tanmoy did a good job,6307,21,4,5.25
12365672,Choices n options are less,6313,26,4,6.5
12366692,Please have some more variety,6344,29,4,7.25
12366861,Excellent service and staff attitude,6346,36,4,9
12366971,Nice collection @ nice price,6351,28,4,7
12367026,Plesent staff and good collection ,6353,34,4,8.5
12367279,Blezers not available in store,6363,30,4,7.5
12367569,Service at store was good,6376,25,4,6.25
12367705,Prefer regular fittings in trouser,6384,34,4,8.5
12371240,Great job keep it up,6398,20,4,5
12368149,Staff Anil service is good.,6407,27,4,6.75
12368155,Awesome feeling love to visit,6408,29,4,7.25
12368294,music is irritating not good,6414,28,4,7
12368491,Very less varieties and designs,6427,31,4,7.75
12368939,Keep the good work up,6458,21,4,5.25
12369018,Increase your range in discount,6466,31,4,7.75
12369190,Plus keep discounts on products,6474,31,4,7.75
12371248,More promotional offers for members,6477,35,4,8.75
12369252,Limited collection in fresh product,6478,35,4,8.75
12369482,Women wear is where solly ,6485,26,4,6.5
12371102,Good staff. Rigid on timing,6542,27,4,6.75
12370997,quality material. value for money. ,6556,35,4,8.75
12371632,Very friendly and accommodating staff,6569,37,4,9.25
12371792,Nice staff and nice shop ,6573,25,4,6.25
12371965,Keep variety price range products. ,6578,35,4,8.75
12372033,More variety and colours required,6583,33,4,8.25
12372387,Superb collections of men's wear,6593,32,4,8
12392076,Add Bermudas to your stock,6596,26,4,6.5
12372471,Your decision was very good ,6597,28,4,7
12372485,Should have more discount product,6599,33,4,8.25
12373482,Make varieties and more collection ,6643,35,4,8.75
12392108,Keep up the good work,6666,21,4,5.25
12392097,Nice staff .......ambience was fantastic,6671,40,4,10
12374013,For exchanges they show attitude,6674,32,4,8
12374040,All the best brilliant staff,6679,28,4,7
12374485,It was awesome being here,6700,25,4,6.25
12374563,Should have better music collection,6702,35,4,8.75
12374604,Delighted to be here!!! :),6705,26,4,6.5
12374801,Variety of shoes was less.,6711,26,4,6.5
12374883,Keep up the good work,6714,21,4,5.25
12378356,Pls try having more variety,6722,27,4,6.75
12375011,Product is really awesome. Thanks,6725,33,4,8.25
12375143,I liked my experiance here,6728,26,4,6.5
12375409,The quality was really good,6746,27,4,6.75
12375549,Awesome staff service..keep it up,6752,33,4,8.25
12376035,42 size trouser not availble,6769,28,4,7
12376104,Please provide some formal pattern ,6773,35,4,8.75
12376541,Should add trousers with plates,6785,31,4,7.75
12378061,Need more option for dresses,6829,28,4,7
12378187,The display collection is great.,6836,32,4,8
12378221,Keep it up good luck ,6838,21,4,5.25
12379239,keep the great working going,6867,28,4,7
12379355,Looking for more basic tshirts,6870,30,4,7.5
12379575,Like to have more varieties,6884,27,4,6.75
12380166,Nice callection & good sirvice. ,6888,32,4,8
12383085,Nice responsible sales staff ??,6900,31,4,7.75
12391891,It was nice shopping here....,6909,29,4,7.25
12384414,Every thing is very well,6940,24,4,6
12382650,Thanks for support from Mr.thamesh,6954,34,4,8.5
12382661,Need for collections in shirts,6955,30,4,7.5
12383372,I need more 46 size,6972,19,4,4.75
12384131,Please some more color option,6982,29,4,7.25
12386942,Keep more options in formals......,6985,34,4,8.5
12388952,Good service keep it up,6986,23,4,5.75
12384582, I want More  discounted collection,6997,35,4,8.75
12385187,Keep doing the good job,7006,23,4,5.75
12384984,Where are the formals Man?,7007,26,4,6.5
12385051,Plse keep more xxl products,7008,27,4,6.75
12389511,Limited collection but good range,7042,33,4,8.25
12387894,Product Range  should be maximise.... ,7044,38,4,9.5
12387991,Nice collection keep it up,7058,26,4,6.5
12389253,Affordable prices all year round,7093,32,4,8
12390047,More casual stuffs for boys,7119,27,4,6.75
12390232,It was nice shopping here.,7124,26,4,6.5
12390728,Increase more range of shirts,7129,29,4,7.25
12397829,More colour in formal pant,7143,26,4,6.5
12427844,One of the good store,7151,21,4,5.25
12392175,Need to increase product variety,7152,32,4,8
12393448,Collection not available in footwear ,7161,37,4,9.25
12392827,Very helpful and engaging staff,7164,31,4,7.75
12392722,More variety in pocket tshirt,7165,29,4,7.25
12392970,It's good .......keep it up,7176,27,4,6.75
12393986,More options for casual wear,7181,28,4,7
12400888,Good products at valuable price,7218,31,4,7.75
12400891,Keep up the good work..,7222,23,4,5.75
12394432,If you have more collections.,7226,29,4,7.25
12395961,I need more skinny jeans ,7260,25,4,6.25
12396998,Mama is a very nice ,7275,20,4,5
12424054,Excellent product and excellent service.,7277,40,4,10
12397301,It was a nice experience.thanks...,7287,34,4,8.5
12398311,The staff is very good.,7294,23,4,5.75
12397830,Colour of pants faded...kindly chk,7295,34,4,8.5
12398611,Nice experience. Staff is v.good ,7302,33,4,8.25
12448211,Looking for more casual denim,7305,29,4,7.25
12398224,Formal collection is very less,7311,30,4,7.5
12398323,"Delightful service, efficient and helpful",7313,41,4,10.25
12398319,Shirt not fit size 40,7314,21,4,5.25
12398836,I  don't like the shop,7320,22,4,5.5
12398584,One of the best showroom,7323,24,4,6
12400115,Please add variety in sox. ,7345,27,4,6.75
12400044,It's good to shop here,7347,22,4,5.5
12400151,Enjoyed shopping here? wonderful service,7350,40,4,10
12400168,Good service and store stock,7351,28,4,7
12400640,Keep more collection in blazer,7352,30,4,7.5
12400723,Manoj rathod was extremely competent,7361,36,4,9
12401035,Sis is no ther 2yrs,7368,19,4,4.75
12401751,Tnkx allensolly for nice collection,7371,35,4,8.75
12404142,Good n has brand value ,7377,23,4,5.75
12401642,Make us happy every time ,7383,25,4,6.25
12401755,Tnkx allensolly for nice collection,7386,35,4,8.75
12407691,Please provide some attractive offer ,7390,37,4,9.25
12404179,Formal blazer more range required,7415,33,4,8.25
12406143,courtesy of staff at store,7420,26,4,6.5
12404347,Very good and helping staff,7421,27,4,6.75
12404918,Looking forward.. Superb good work...,7422,37,4,9.25
12404550,Staff behaviour was very friendly,7424,33,4,8.25
12406255,Very good fitting of trouser,7438,28,4,7
12406188,Fine get more discount regularly,7441,32,4,8
12406721,Uncrushable neo range is superb,7451,31,4,7.75
12406722,Please increase the formal range.,7453,33,4,8.25
12407866,Need sizes beyond 42 waist ,7465,27,4,6.75
12448226,Good but don't have formals,7483,27,4,6.75
12414163,It's great visiting ur place,7501,28,4,7
12413370,Good Stuff and Good Staff!,7511,26,4,6.5
12413790,I need straight fit denims ,7538,27,4,6.75
12412457,Good keep doing like this ,7562,26,4,6.5
12412157,Fab n only to grab ,7563,19,4,4.75
12424027,Get more of slim fits,7570,21,4,5.25
12413702,Inform me when offer comes,7573,26,4,6.5
12412906,Great thanks for the help,7576,25,4,6.25
12413686,Unable to find my choise,7579,24,4,6
12414491,Good service given by sirish,7594,28,4,7
12415968,Good experience in Allen Solly.??,7625,33,4,8.25
12416017,Black formal trouser on discount,7626,32,4,8
12416563,Me gusta muchisimo la calidad ,7630,30,4,7.5
12416428,Want more stock in discont,7640,26,4,6.5
12416636,Staff service good nice staff ,7648,30,4,7.5
12416908,your products are so good.,7655,26,4,6.5
12420876,Yes I'm looking for discount ,7714,29,4,7.25
12424036,It's was an awesome experience,7729,30,4,7.5
12420015,Superb excellent awesome service ever,7748,37,4,9.25
12420030,Best service from the staff ,7749,28,4,7
12422591,I don't want say anything ,7793,26,4,6.5
12422670,"Increase variety in apparels, footwear",7804,38,4,9.5
12422842,Brilliant service by staff Amit,7830,31,4,7.75
12424196,Be more creative on shoes,7838,25,4,6.25
12423768,Nice but keep the variety,7839,25,4,6.25
12424491,Have more variety on trouser,7867,28,4,7
12424498,Looking for 1-2yrs boys shirt,7868,29,4,7.25
12424737,Keep up the good work,7878,21,4,5.25
12426503,Good fitting as always ........,7888,31,4,7.75
12425030,No available full Sleves tshirt ,7895,32,4,8
12425602,Good service. Keep it up.,7910,25,4,6.25
12426893,Improve your communication with customer,7932,40,4,10
12426923,No more option in T-shirt  ,7933,27,4,6.75
12427528,Nice environment with good collection,7948,37,4,9.25
12427564,Good service by Amol. goooooood:),7952,33,4,8.25
12427953,Very nice store. Nice salespeople,7960,33,4,8.25
12428053,Formal shirt keep more stock ,7963,29,4,7.25
12428880,Good choice keep it up,7968,22,4,5.5
12429151,More range in women section...,7994,30,4,7.5
12430186,Trouser fitting is not good,8014,27,4,6.75
12430525,Nice options and good service,8022,29,4,7.25
12430586,Nice feeling but more variety,8025,29,4,7.25
12431272,Like the ranges of product.....,8027,31,4,7.75
12431494,Need to get more collection ,8064,28,4,7
12432137,Very satisfied form ur service,8087,30,4,7.5
12435118,It was good visiting here.,8101,26,4,6.5
12433170,Very much like ur service,8128,25,4,6.25
12433320,It was awesome being here.stupendofabulous,8138,42,4,10.5
12433849,Need to improve the stock.,8161,26,4,6.5
12434608,Excellent staff courtesy and knowledge!!!,8180,41,4,10.25
12435381,Amazing experience... Ambience is good.,8194,39,4,9.75
12434880,Please make common sizes available.,8196,35,4,8.75
12435085,Amazing collection for the pujas,8197,32,4,8
12435087,Good collection of women ware.,8203,30,4,7.5
12435363,Should have 38 size shirt,8213,25,4,6.25
12435739,More variety in kids boys,8221,25,4,6.25
12437506,Great collection n welcoming staff,8244,34,4,8.5
12436919,Feel good to be here,8245,20,4,5
12437057,Nice service is rahul Singh,8250,27,4,6.75
12437228,U really have good stock,8252,24,4,6
12437410,More color in cotton trousers ,8259,30,4,7.5
12437680,Keep up the good work,8272,21,4,5.25
12437720,No more option shirt rang,8276,25,4,6.25
12438213,Great designs. Very courteous staff,8297,35,4,8.75
12438835,Sitting arrange should be provide,8306,33,4,8.25
12439115,Please get the sizes thanks ,8333,28,4,7
12439837,Need more foot wear formals,8343,27,4,6.75
12439416,It's good to shop here,8344,22,4,5.5
12450577,More casual clothes with varieties.,8348,35,4,8.75
12439915,Irfan is a good staff,8354,21,4,5.25
12440246,Good job. Keep it up,8364,20,4,5
12440474,Had a good shopping there,8376,25,4,6.25
12442152,Have more choice of colours,8415,27,4,6.75
12442877,Less stock in formal shirts,8430,27,4,6.75
12442477,Will have to reduce rates ,8434,26,4,6.5
12442603,well done keep it up,8437,20,4,5
12442742,Soumen is a nise person,8443,23,4,5.75
12444187,Nice collection in women's wear ,8467,32,4,8
12444967,Excellent Service & Customer Friendly.,8468,38,4,9.5
12444935,Get some full hand T-shirts,8482,27,4,6.75
12444969,Shoes should be made available,8483,30,4,7.5
12444998,Formal collection is very lemited ,8484,34,4,8.5
12445083,Excellant outlet of Allen solley,8485,32,4,8
12445792,Was looking for cuff links..,8492,28,4,7
12445849,I'm happy with staff serves ,8514,28,4,7
12446418,Full sleeve t-shirts with collor,8525,32,4,8
12446671,More variety of formal wears,8531,28,4,7
12451907,May god bless us all,8535,20,4,5
12447969,Great value for money products.,8565,31,4,7.75
12448354,Good quality staff are good,8577,27,4,6.75
12449192,Good shirts with good promotion,8599,31,4,7.75
12450620,Nice service and quality product,8617,32,4,8
12450353,More options for formal shirts,8619,30,4,7.5
12450429,Keep some nice formal pants,8629,27,4,6.75
12450464,Good service of sales executives ,8631,33,4,8.25
12450856,Work on 46 no. Shirt,8637,20,4,5
12450659,Plz update about new products,8641,29,4,7.25
12451300,Very good service and merchandise,8656,33,4,8.25
12452444,Try to keep more variety ,8659,25,4,6.25
12454019,Over all service was excellent,8666,30,4,7.5
12453366,Range could hv been less,8677,24,4,6
12452375,"Good models,staff service is good",8688,33,4,8.25
12452515,Keep it up enjoyed shopping,8693,27,4,6.75
12453724,Was looking for 2years old,8722,26,4,6.5
12453814,Good products and good service.,8724,31,4,7.75
12453906,historic monuments required for decoration,8727,42,4,10.5
12454055,Blazer fitting it's not Good,8732,28,4,7
12455288,Very nice and helping staff,8742,27,4,6.75
12455297,Great service from your buddies ,8759,32,4,8
12456398,More colours in formal shirts,8765,29,4,7.25
12455764,Nice staff service good job,8778,27,4,6.75
12457064,Need eve more trendy collection ,8780,32,4,8
12456015,Please increase formal shirts collection ,8789,41,4,10.25
12457099,I want full hand shirts,8814,23,4,5.75
12457528,There is no rest room ,8834,22,4,5.5
12474693,Should more variety in dresses,8835,30,4,7.5
12457757,Keep stuff for tall girls,8837,25,4,6.25
12458256,More options to be kept,8845,23,4,5.75
12458573,Good stuff .happy to shop.,8858,26,4,6.5
12459042,Try to bring good collection,8877,28,4,7
12459140,Good collection keep it up,8879,26,4,6.5
12467594,Pls improve on the fabric,8912,25,4,6.25
12463546,Good job boys have fun,8934,22,4,5.5
12461437,Introduce better promotions and offers,8935,38,4,9.5
12465715,Good collection and apTly priced ,8951,33,4,8.25
12461695,Very good experience for purchase,8961,33,4,8.25
12463797,Formal cotton Trouser for women,8974,31,4,7.75
12462259,Great product quality.keep it up,8983,32,4,8
12462454,Staff were courteous and helpful,8989,32,4,8
12463065,Nice product I liked it,9007,23,4,5.75
12463116,very nice vibrant and satisfied,9013,31,4,7.75
12463816,"Nice collection, liked your store.",9034,34,4,8.5
12463851,Sitting place should be must,9035,28,4,7
12464008,Variety in trousers is limited,9040,30,4,7.5
12475572,Options in jeans are limited.,9058,29,4,7.25
12468759,Should be place for sitting,9070,27,4,6.75
12467747,Need more collections in denims,9081,31,4,7.75
12489063,"TVs for ur store ,",9103,18,4,4.5
12467300,Very nice trouser fitting .,9123,27,4,6.75
12467339,Get more options and trends ,9126,28,4,7
12467714,Keep more options for dresses,9129,29,4,7.25
12467675,Will revert you over call,9131,25,4,6.25
12467433,Pls get some wedding collection..thank ,9133,39,4,9.75
12467551,The staff service was pleasant.,9135,31,4,7.75
12467809,Excellent service Ravi and Nikunj,9145,33,4,8.25
12468156,Color options are not available ,9157,32,4,8
12468756,Please stock all sizes :),9172,25,4,6.25
12469012,Excellent service. Keep it up,9173,29,4,7.25
12469112,Excellent stuff love your store,9175,31,4,7.75
12468817,It was a nice experience ,9179,25,4,6.25
12468994,Very nice staffs you have,9191,25,4,6.25
12469678,Liked the range of products,9202,27,4,6.75
12489066,Staff is good and efficient,9210,27,4,6.75
12470299,Nice collection. Keep it up,9242,27,4,6.75
12473826,Delightful staff. Bosco really helped,9244,37,4,9.25
12470364,Please keep economical  range thanks ,9245,37,4,9.25
12470368,Provide more designs and products,9246,33,4,8.25
12470544,Bigger sizes in t shirts,9253,24,4,6
12473510,I would love faster delivery,9262,28,4,7
12471716,Your service is very good,9277,25,4,6.25
12471238,Need better priced product I'm,9281,30,4,7.5
12471470,keep up the good work,9294,21,4,5.25
12471600,Excellent service given by sireesh,9299,34,4,8.5
12471625,Sweat shirt men's..plz inform me,9302,32,4,8
12472393,"Required more variety,sizes and colours",9308,39,4,9.75
12472048,Collared tshirt with front pocket,9315,33,4,8.25
12472311,Pl change the sofa cover,9319,24,4,6
12472512,Excellent initiative and excellent service ,9330,43,4,10.75
12474921,Keep more variety of tshirts,9342,28,4,7
12477533,Increase the variety of merchandise,9343,35,4,8.75
12475816,I like Allen solely stuff,9405,25,4,6.25
12476234,Roshan is a good man.,9418,21,4,5.25
12476271,Keep up the good work,9419,21,4,5.25
12476595,Nice collection in plan shirt,9427,29,4,7.25
12478186,Keep going with this goodness,9466,29,4,7.25
12478295,Cca attended me were energetically,9471,34,4,8.5
12478612,Awesome store and great welcoming,9484,33,4,8.25
12479290,Good service given by naveen,9494,28,4,7
12479990,More options for 40+ sizes,9498,26,4,6.5
12479674,Keep better options in accessories....,9506,38,4,9.5
12480846,Good range in t- shirt,9533,22,4,5.5
12482863,Asking about new winter collection ,9539,35,4,8.75
12482115,Winter collection not in store,9578,30,4,7.5
12482987,Nice store with good hospitality,9607,32,4,8
12485353,You need more trail rooms ,9628,26,4,6.5
12487326,Need Xxl t shirts size ,9645,23,4,5.75
12485371,Great customer service. Felt special.,9650,37,4,9.25
12487297,It very nice and superb ,9664,24,4,6
12486578,Less collection for men's wallets ,9700,34,4,8.5
12485472,Have more chairs to sit,9701,23,4,5.75
12486579,"I d'nt get formal collaction,,,,,,",9702,34,4,8.5
12497989,Excellent service and courteous staff,9711,37,4,9.25
12485190,That was good  shopping experience  ,9718,36,4,9
12488363,Need more formal office wear,9724,28,4,7
12485822,Looking for Blazers.. Good collection ,9730,38,4,9.5
12487100,Great range in my size,9744,22,4,5.5
12485195,Have some attractive offer please,9757,33,4,8.25
12488285,Need to lower ur prices,9779,23,4,5.75
12489327,Nothing. All are great fit,9816,26,4,6.5
12489328,More different colours combinations required ,9817,45,4,11.25
12491925,All Size is not available,9824,25,4,6.25
12489921,Provide discounts to regular customers,9831,38,4,9.5
12489946,More formal dresses for girls,9834,29,4,7.25
12490456,Should keep women's formal dresses,9846,34,4,8.5
12490783,Need more option in shirts,9855,26,4,6.5
12492785,Give more offers to members,9856,27,4,6.75
12490824,More collection in half hands,9862,29,4,7.25
12490847,Nyc collection and staff too,9864,28,4,7
12491144,No comments....services was just awesome.,9870,41,4,10.25
12491951,Do keep it up guys,9872,18,4,4.5
12491828,Good environment but less variety ,9893,34,4,8.5
12492723,Get option in winter wear ,9910,26,4,6.5
12492737,Pls provide Winter wear collection.,9912,35,4,8.75
12492966,"Men's kurta .bring it on,!",9917,26,4,6.5
12493298,Kep up the good wrk,9921,19,4,4.75
12493422,Size was not available 36cm,9934,27,4,6.75
12493756,Get option in winter wear ,9940,26,4,6.5
12493939,Great customer service by sanjay,9943,32,4,8
12505594,"Good service, good in quality",9953,29,4,7.25
12494720,Great fitting and smart designs.,9966,32,4,8
12502919,Good service helpful staff hasimuddain ,9975,39,4,9.75
12502920,You need more trail room,9976,24,4,6
12494932,The staff was very pleasant.,9978,28,4,7
12495369,Very less stock in store,9987,24,4,6
12495903,Want more collection and offers,10005,31,4,7.75
12495999,Very good collection u have,10007,27,4,6.75
12496173,"Gud job,so energetic well done ",10019,31,4,7.75
12497257,We just came for browsing,10024,25,4,6.25
12497083,Few more ranges in colours,10025,26,4,6.5
12496599,Price should be optimised !,10040,27,4,6.75
12497244,Should bring the bigger sizes,10062,29,4,7.25
12498062,Good job keep it up,10063,19,4,4.75
12505581,Pls Provide cotton topspin casual,10067,33,4,8.25
12498548,Good service by your staff,10069,26,4,6.5
12497573,Great variety and reasonable price!,10075,35,4,8.75
12504052,Keep up the good work,10084,21,4,5.25
12505585,Good staff... Very pleasing  :),10111,31,4,7.75
12498074,Had a great time here...:),10124,26,4,6.5
12500167,More collections and variety colours,10125,36,4,9
12498075,Need a range of colors,10127,22,4,5.5
12500035,If. You add boys accersories,10130,28,4,7
12499545,Keep price range our wish,10144,25,4,6.25
12499905,Needed XXL & Xl size,10183,20,4,5
12502220,"Nice experience , good going ",10232,29,4,7.25
12502857,Product should have some discount,10241,33,4,8.25
12503029,Today Bosco helped lot. Thanks,10248,30,4,7.5
12503129,Nice experience of shopping here,10250,32,4,8
12501440,Great store and awesome options. ,10271,33,4,8.25
12505830,Am looking for long dress   ,10307,28,4,7
12505852,No dresses and trendy jeans,10308,27,4,6.75
12507934,Good staff keep it up ,10318,22,4,5.5
12507935,Looking for party wear drees ,10319,29,4,7.25
12506843,Had a nice time shopping,10334,24,4,6
12508043,The prices are very high,10335,24,4,6
12508532,Everything is best like it,10383,26,4,6.5
12508680,Store over all was excellent,10388,28,4,7
12509036,More collections will make better ,10400,34,4,8.5
12509619,More variety in Ladies wear,10408,27,4,6.75
12509249,Less product in size L,10409,22,4,5.5
12509715,Need more collection in casuals,10417,31,4,7.75
12510020,Does not have good stock.,10436,25,4,6.25
12510449,No available women's jeans option,10438,33,4,8.25
12510990,Service is good at store,10470,24,4,6
12510998,Pathetic fits of women's trousers,10472,33,4,8.25
12511220,Lack in varieties of products,10474,29,4,7.25
12511781,Love d store and staffs,10484,23,4,5.75
12511787,Good offers happy to shop.,10485,26,4,6.5
12518731,It was a nice experience ,10500,25,4,6.25
12513422,Katappa Bahubali ku kyun Marta,10544,30,4,7.5
12515040,Awesome quality keep it up!!!!!!!!!!,10547,36,4,9
12514300,More range of women wear,10562,24,4,6
12514154,Need more stock in women'sformats ,10566,34,4,8.5
12514301,Good service keep it up,10573,23,4,5.75
12514313,Thank u for good products,10574,25,4,6.25
12518014,Try to get more options ,10607,24,4,6
12518709,Please add some new stuff,10609,25,4,6.25
12518726,These colours not available orange.,10626,35,4,8.75
12516192,"Need xxL,3xL size in shirts,tops.",10628,33,4,8.25
12516374,Varinder is a excilent service,10636,30,4,7.5
12517987, Full sleve collar t shirts,10682,27,4,6.75
12518100,Get sum more in casuals.,10684,24,4,6
12518768,Keep up the good work.,10692,22,4,5.5
12519936,Every thing is great!! :),10730,25,4,6.25
12521352,Rates are more in everything ,10753,29,4,7.25
12521215,Need casual footwear loafers .,10763,30,4,7.5
12522705,More collection needed for girls,10811,32,4,8
12522807,More option for women apparel,10815,29,4,7.25
12522822,Need more casual wear collection,10816,32,4,8
12522876,Nice designs for casual wear,10818,28,4,7
12523243,Need more variants wrt price,10828,28,4,7
12524968,Looking for more better option..,10872,32,4,8
12526712,Satisfactory service and excellent collection,10899,45,4,11.25
12526964,Keep xxl in women top,10918,21,4,5.25
12527215,Less stock ...Ac not working,10923,28,4,7
12526873,Poor collection... Range not available ,10925,39,4,9.75
12527897,Like the theme of Wimbledon,10952,27,4,6.75
12528236,You have an exciting service,10970,28,4,7
12528817,Call me giriarun not arun,10989,25,4,6.25
12528826,Very good staff service..!!!! :),10990,32,4,8
12529400,Good service and great products..:),10998,35,4,8.75
12530136,Happy with the overall shopping,11006,31,4,7.75
12530041,More varieties for Regular fit,11007,30,4,7.5
12530747,Nice service by staff ...,11028,25,4,6.25
12534306,Nice collections in all sizes...,11070,32,4,8
12532779,More stock for wider choice,11112,27,4,6.75
12532831,Keep up the good work,11113,21,4,5.25
12533036,Try to ha some discounts,11116,24,4,6
